unique_customer_id,Recency,Frequency,Monetary
CARD_VISA_6866,73,2,51.54
LOYALTY_aecdb02c-1ae1-4e20-9ee3-d1a20606b9ab,64,1,51.51
CARD_MASTERCARD_6254,6,3,51.5
CARD_VISA_5330,12,6,51.480000000000004
CARD_VISA_8188,19,5,51.480000000000004
LOYALTY_c79a976f-2d76-4bc0-bf86-8948a4146213,73,2,51.46
CARD_VISA_0854,2,3,51.45
LOYALTY_ef72f178-c56a-42f6-8499-dd1cb1084a01,27,4,51.42
CARD_VISA_1728,7,5,51.410000000000004
CARD_VISA_6550,86,1,51.4
CARD_VISA_1096,33,4,51.39
CARD_AMEX_2773,47,3,51.370000000000005
CARD_MASTERCARD_5587,68,2,51.36
CARD_VISA_4725,76,1,51.36
CARD_MASTERCARD_1977,71,5,51.35
CARD_MASTERCARD_8597,65,3,51.339999999999996
CARD_VISA_5283,10,3,51.32
CARD_AMEX_7967,33,5,51.300000000000004
GUID_0e7525d3-892b-4376-bc8f-a7bb0232b971,28,1,51.3
CARD_MASTERCARD_7225,40,3,51.269999999999996
CARD_DISCOVER_4507,7,4,51.25
LOYALTY_74dfdaff-dc08-4907-93b2-a79b80ac99ae,57,1,51.24
CARD_VISA_7291,2,3,51.230000000000004
CARD_VISA_0635,10,4,51.18000000000001
LOYALTY_47066d6a-7828-4297-a2ae-6ca2ac6638bd,8,3,51.18
GUID_65d80931-b8d9-4eda-8e0c-e2ae34bd1c33,34,1,51.18
CARD_VISA_1841,13,3,51.17
CARD_VISA_2289,20,2,51.17
CARD_VISA_0199,49,3,51.15
CARD_VISA_4309,4,4,51.14
CARD_MASTERCARD_1414,53,2,51.13
GUID_5e06de1f-ea20-4390-a2ef-d0c795c2be47,5,1,51.13
LOYALTY_ddde4a11-0928-4a8a-8e55-f5b7f30085bf,6,2,51.129999999999995
CARD_AMEX_7008,25,4,51.12
CARD_VISA_9358,85,6,51.11
CARD_MASTERCARD_6459,5,4,51.11
CARD_MASTERCARD_1517,56,1,51.11
CARD_AMEX_6866,27,3,51.09
CARD_VISA_7818,99,4,51.0
CARD_VISA_0782,42,2,50.99
CARD_VISA_3138,70,3,50.989999999999995
CARD_VISA_1361,13,4,50.97
CARD_VISA_7808,49,1,50.97
CARD_VISA_9994,42,6,50.96
CARD_VISA_5121,35,4,50.96
CARD_VISA_7352,13,2,50.92
CARD_VISA_7654,14,2,50.92
CARD_VISA_6215,11,5,50.910000000000004
CARD_VISA_5681,22,3,50.91
CARD_VISA_7067,7,5,50.9
LOYALTY_6bbfb19a-8a73-4576-844a-f0f2a77278de,56,3,50.9
LOYALTY_87d6f30d-5ace-421a-ba86-bdfc5fe892fe,34,1,50.9
CARD_MASTERCARD_0530,25,4,50.87
CARD_VISA_5876,12,2,50.85
CARD_VISA_6353,51,2,50.85
CARD_VISA_2978,72,2,50.849999999999994
CARD_VISA_8604,40,5,50.83
CARD_AMEX_4418,107,2,50.82
CARD_VISA_0796,99,4,50.81
CARD_VISA_7897,30,4,50.8
CARD_DISCOVER_4930,31,2,50.8
CARD_VISA_0533,47,2,50.8
LOYALTY_561a5a4e-4406-415e-b1fb-1890802a8fc8,15,7,50.790000000000006
CARD_MASTERCARD_1393,11,5,50.79
CARD_VISA_1326,36,5,50.79
CARD_VISA_4028,24,4,50.78
LOYALTY_052103b3-bba2-4545-9c6f-183307d2abdb,6,3,50.76
CARD_VISA_1979,30,2,50.739999999999995
CARD_DISCOVER_6389,96,1,50.73
CARD_VISA_5132,3,4,50.7
CARD_VISA_4296,2,5,50.69
CARD_DISCOVER_5554,43,1,50.67
CARD_VISA_1491,15,4,50.660000000000004
CARD_AMEX_8578,1,5,50.650000000000006
CARD_AMEX_9046,60,1,50.63
CARD_VISA_0960,57,2,50.620000000000005
CARD_VISA_2923,51,4,50.61
CARD_VISA_1094,96,2,50.59
CARD_VISA_4793,13,5,50.56
CARD_VISA_8335,45,2,50.55
CARD_MASTERCARD_4961,20,4,50.53
CARD_MASTERCARD_2917,13,5,50.519999999999996
CARD_AMEX_2327,64,2,50.510000000000005
LOYALTY_9fcfcc4a-cd75-4cea-acbc-a93a8ddba817,76,5,50.51
CARD_VISA_1149,44,3,50.51
CARD_MASTERCARD_0414,78,2,50.480000000000004
CARD_MASTERCARD_0491,67,2,50.480000000000004
CARD_VISA_3820,77,2,50.480000000000004
CARD_MASTERCARD_7439,57,3,50.48
LOYALTY_93d14804-a2b9-4b15-83dc-086d97c8ee7a,1,4,50.44
CARD_VISA_0619,48,3,50.43
CARD_VISA_0115,13,2,50.43
CARD_MASTERCARD_7547,48,4,50.42
CARD_VISA_8212,11,4,50.39
CARD_AMEX_7901,24,4,50.37
GUID_9015f32b-bd1e-432e-bd02-5d203fd66f5c,19,5,50.34
CARD_AMEX_3053,57,1,50.33
CARD_VISA_3650,21,6,50.31
CARD_VISA_2425,3,4,50.25
CARD_DISCOVER_5491,89,2,50.22
CARD_AMEX_1752,80,4,50.21
CARD_VISA_3776,33,4,50.21
CARD_VISA_2127,20,2,50.2
CARD_AMEX_8101,9,2,50.16
LOYALTY_3ca4dab6-6b18-4151-b2d1-b6f74211b79f,110,1,50.15
CARD_DISCOVER_7808,71,4,50.14
LOYALTY_f100ad62-d646-4437-bd79-f8888e7bd6d0,33,2,50.14
CARD_VISA_8054,3,7,50.11
CARD_VISA_8398,6,3,50.11
CARD_AMEX_5335,84,1,50.11
CARD_DISCOVER_0297,58,3,50.09
LOYALTY_ceeff702-60b9-4146-94e9-8dac5cb7b71a,16,6,50.08
CARD_VISA_8864,82,3,50.07
CARD_VISA_1589,20,1,50.04
CARD_VISA_5533,7,2,50.03
CARD_MASTERCARD_5916,6,5,49.980000000000004
CARD_VISA_6246,12,3,49.980000000000004
CARD_AMEX_4001,19,5,49.97
CARD_DISCOVER_0286,82,1,49.93
LOYALTY_a8a8035a-bd00-4ba6-9982-8fa57ec36128,41,3,49.92
CARD_MASTERCARD_4704,7,5,49.910000000000004
CARD_VISA_8621,34,5,49.9
CARD_MASTERCARD_1594,35,3,49.89
CARD_MASTERCARD_5319,1,7,49.870000000000005
CARD_VISA_8544,6,3,49.87
CARD_MASTERCARD_2536,83,3,49.85
CARD_VISA_9947,3,3,49.84
CARD_VISA_9679,37,2,49.82
LOYALTY_354715e9-1d33-4180-8782-f1a31408953b,82,2,49.82
LOYALTY_8af7b77b-de41-4761-9395-89b611d15c34,3,6,49.81
CARD_VISA_6376,34,5,49.81
LOYALTY_76bf6d93-8f52-4385-bacc-7ad2e2737695,37,2,49.81
CARD_AMEX_4313,6,1,49.81
GUID_f478160e-77d8-4ddf-91a0-84795f862060,5,1,49.81
LOYALTY_8741151f-85f3-44f4-8ff7-e55a3f8167f3,78,5,49.800000000000004
CARD_VISA_1266,53,4,49.76
CARD_VISA_1915,60,3,49.76
CARD_VISA_1633,1,2,49.75
CARD_MASTERCARD_7099,1,1,49.74
LOYALTY_caad2139-8a3f-4ba6-9fcd-09dd891d4749,8,3,49.71
CARD_AMEX_0754,24,4,49.7
CARD_VISA_4554,32,2,49.69
CARD_VISA_4776,92,3,49.650000000000006
LOYALTY_b74309b7-b1a0-4ee8-9374-94e587dbfb7f,13,3,49.65
CARD_VISA_3051,12,2,49.64
CARD_VISA_0088,27,2,49.620000000000005
CARD_VISA_2216,34,2,49.61
CARD_VISA_8778,8,4,49.57
CARD_VISA_2809,6,3,49.57
CARD_VISA_5990,18,4,49.52
LOYALTY_bff4646f-4a9f-4045-adcf-04a4026da2b9,60,1,49.52
CARD_VISA_7573,40,2,49.510000000000005
CARD_VISA_9804,91,1,49.51
CARD_VISA_1134,52,2,49.5
CARD_AMEX_5953,40,2,49.49
CARD_MASTERCARD_0396,5,3,49.47
CARD_MASTERCARD_3361,98,2,49.47
GUID_02158278-0868-457a-a8bb-7d2edfd701da,11,1,49.47
CARD_VISA_4584,33,6,49.45
CARD_VISA_1171,41,2,49.440000000000005
CARD_MASTERCARD_5777,12,2,49.42
CARD_VISA_3238,72,4,49.379999999999995
CARD_VISA_0258,22,3,49.32
CARD_VISA_8903,41,3,49.32
CARD_VISA_7836,77,5,49.29
CARD_VISA_7960,2,3,49.29
GUEST_ORDER_9a4555e8-eefb-487b-bd60-5580435e59c4,69,1,49.27
CARD_MASTERCARD_0974,35,2,49.24
CARD_VISA_3767,69,2,49.24
GUID_a0d12e01-25c5-4a65-a87f-7c72f187eb65,46,1,49.21
CARD_VISA_8477,19,4,49.190000000000005
CARD_MASTERCARD_3558,103,1,49.19
CARD_VISA_3614,25,3,49.16
LOYALTY_d4b241d1-cc78-45d8-8ff2-52f18c493338,2,5,49.14
CARD_VISA_2958,56,3,49.12
LOYALTY_35d34278-e79a-4faf-9f3f-e84a6ea74688,3,3,49.12
CARD_VISA_1033,30,3,49.09
CARD_VISA_4821,62,2,49.09
CARD_VISA_5670,16,4,49.06
CARD_VISA_9457,3,3,49.06
CARD_VISA_4348,33,4,49.05
CARD_AMEX_1469,27,3,49.05
CARD_VISA_1400,40,2,49.040000000000006
CARD_VISA_5370,47,2,49.04
CARD_VISA_0399,70,1,49.04
LOYALTY_54c55a5f-3563-46f3-aa36-efab7309d79f,34,6,49.019999999999996
CARD_VISA_2966,12,3,49.019999999999996
CARD_VISA_3969,41,2,49.019999999999996
CARD_VISA_7453,3,6,49.0
CARD_DISCOVER_5337,47,1,49.0
CARD_VISA_4852,36,4,48.99
CARD_VISA_0717,40,3,48.989999999999995
CARD_VISA_6171,94,1,48.98
CARD_VISA_7671,5,4,48.95
CARD_VISA_2376,11,2,48.949999999999996
CARD_VISA_5294,30,4,48.94
CARD_AMEX_3737,76,1,48.88
CARD_VISA_4811,4,2,48.879999999999995
CARD_VISA_8812,28,4,48.87
CARD_MASTERCARD_1768,42,2,48.86
LOYALTY_5dbcd717-c278-4b74-b67c-215d94dc4a75,58,2,48.85
CARD_AMEX_8926,55,1,48.85
CARD_VISA_2748,22,2,48.84
LOYALTY_3b8aed87-3235-4dea-89b4-ba0258e0c60c,18,5,48.83
CARD_VISA_5689,24,2,48.83
CARD_VISA_4456,11,3,48.82
CARD_VISA_9021,61,1,48.82
CARD_MASTERCARD_4580,100,5,48.81
CARD_DISCOVER_3467,72,3,48.8
CARD_VISA_6976,11,3,48.8
CARD_VISA_1349,96,1,48.8
CARD_VISA_3751,27,3,48.79
CARD_DISCOVER_9844,110,2,48.76
CARD_VISA_3800,15,3,48.72
CARD_VISA_5921,1,3,48.67
CARD_MASTERCARD_1168,6,2,48.65
CARD_VISA_8942,22,4,48.64
CARD_VISA_7937,56,2,48.63
CARD_VISA_3216,80,2,48.620000000000005
LOYALTY_7ddf5608-cf22-4597-b87c-bda0183e481d,12,7,48.61
CARD_VISA_6022,4,4,48.61
CARD_VISA_2851,57,1,48.6
LOYALTY_2b6c711f-f353-4b0f-b48c-cbce5fead269,16,2,48.53
CARD_VISA_2029,7,7,48.5
CARD_AMEX_6882,87,2,48.489999999999995
CARD_VISA_5707,6,6,48.46
GUEST_ORDER_c97aa28d-dcbe-4ec3-94b1-a230c8119941,63,1,48.46
LOYALTY_80fab7cc-ea86-4ad2-894b-b26426572658,28,2,48.43
LOYALTY_dd9e2aa3-890f-4cb7-a977-0e765b8a3f49,25,1,48.35
CARD_VISA_6649,34,2,48.32
CARD_VISA_2693,18,3,48.3
CARD_VISA_7394,18,3,48.28
LOYALTY_f416b64e-23db-4a2b-8da9-dc44eb85704a,5,1,48.28
CARD_AMEX_5758,14,3,48.239999999999995
CARD_VISA_6495,21,3,48.21
CARD_VISA_2164,48,2,48.2
CARD_AMEX_2826,68,1,48.2
CARD_VISA_9749,33,3,48.18
CARD_VISA_1025,57,2,48.17
CARD_VISA_7589,31,4,48.16
CARD_VISA_1575,71,2,48.15
CARD_VISA_9176,74,5,48.13
CARD_VISA_1071,50,2,48.13
CARD_MASTERCARD_3117,65,1,48.1
CARD_VISA_9705,79,4,48.09
CARD_VISA_9782,11,4,48.09
CARD_VISA_8584,5,4,48.08
LOYALTY_a81bdaae-de3f-4373-a58a-859d145d9a97,6,5,48.07
LOYALTY_56655f74-2e6a-461f-86bd-096dc85555e8,11,6,48.06
LOYALTY_a3832b52-a64f-49ca-81e4-1d3c8613be67,42,3,48.06
CARD_VISA_7156,7,2,48.06
CARD_MASTERCARD_9787,6,4,48.05
CARD_VISA_2177,6,3,48.05
CARD_VISA_1065,51,2,48.05
CARD_DISCOVER_9706,30,4,48.040000000000006
CARD_VISA_7134,48,3,48.02
CARD_VISA_0707,20,2,47.96
CARD_AMEX_3027,1,6,47.93
CARD_VISA_8734,36,2,47.92
CARD_VISA_0072,29,3,47.91
LOYALTY_8c0fe3f7-fc74-4ec8-86af-feb9bcc9c78e,61,2,47.91
CARD_VISA_5177,55,2,47.89
CARD_MASTERCARD_8260,3,2,47.87
CARD_VISA_8267,14,2,47.849999999999994
CARD_VISA_1848,25,5,47.84
CARD_VISA_0092,9,3,47.83
GUID_8b410ce9-5f0b-4bdb-aec3-74eb070ad2a8,13,1,47.81
LOYALTY_97415c85-4596-4265-acd8-53788a3f602f,111,1,47.81
CARD_MASTERCARD_6834,10,4,47.78
CARD_AMEX_2744,20,2,47.77
CARD_MASTERCARD_8362,1,3,47.769999999999996
CARD_VISA_3678,59,2,47.760000000000005
CARD_VISA_6295,61,1,47.75
CARD_AMEX_1022,33,3,47.739999999999995
CARD_MASTERCARD_8440,4,4,47.71
CARD_VISA_4012,3,4,47.7
LOYALTY_6fa03f8e-2950-40db-bef4-4e0f33343b1e,75,4,47.7
CARD_VISA_4620,3,4,47.69
CARD_MASTERCARD_6454,31,3,47.67
CARD_VISA_7135,47,2,47.67
LOYALTY_9305a504-5fa0-4ae9-80eb-b11f79803dd7,17,4,47.66
CARD_VISA_6835,48,2,47.66
CARD_MASTERCARD_7223,40,2,47.650000000000006
CARD_VISA_8883,75,4,47.65
CARD_VISA_1075,10,3,47.65
GUEST_ORDER_ddd0ae52-e6e0-4518-8cd6-626416804c55,4,1,47.64
CARD_MASTERCARD_2827,43,3,47.620000000000005
CARD_VISA_6578,28,5,47.57
CARD_AMEX_1473,82,1,47.57
CARD_VISA_9371,42,2,47.550000000000004
CARD_VISA_3885,46,3,47.53
CARD_VISA_2150,93,2,47.53
CARD_VISA_4271,16,2,47.53
CARD_MASTERCARD_4625,1,7,47.47
CARD_VISA_9576,21,4,47.46
CARD_AMEX_1814,66,2,47.45
CARD_MASTERCARD_6709,4,3,47.43
GUID_c61146d7-8b90-42b1-8717-c5d19c9d01c4,35,1,47.43
CARD_VISA_0649,92,4,47.42
CARD_MASTERCARD_0042,57,3,47.42
LOYALTY_70fdb4cb-a3fc-4748-b65f-90820ebfd48d,9,1,47.41
LOYALTY_a6fd56ac-a2e1-431b-88e7-c557b2d36eed,68,1,47.41
CARD_AMEX_3716,70,1,47.39
CARD_VISA_7232,13,5,47.38
LOYALTY_ea314d15-1ecc-4bb8-8722-8e7f17e89b65,50,2,47.38
CARD_MASTERCARD_0134,15,6,47.370000000000005
CARD_MASTERCARD_9229,8,3,47.36
CARD_VISA_7224,64,2,47.36
CARD_VISA_7346,48,3,47.35
CARD_VISA_4800,1,2,47.35
CARD_VISA_5589,74,3,47.33
CARD_MASTERCARD_1301,69,1,47.32
CARD_MASTERCARD_5949,1,6,47.31
CARD_VISA_9861,12,2,47.3
CARD_VISA_7611,50,3,47.29
CARD_VISA_1281,33,2,47.28
CARD_VISA_9887,62,4,47.260000000000005
CARD_MASTERCARD_5438,7,1,47.24
CARD_VISA_7859,88,2,47.22
CARD_AMEX_9915,96,1,47.2
LOYALTY_71f0a287-c61b-48dc-a6cb-7afd892b4941,83,2,47.19
CARD_VISA_2045,61,2,47.18000000000001
CARD_VISA_2108,31,4,47.14
CARD_VISA_6587,3,2,47.14
CARD_AMEX_7018,70,3,47.059999999999995
CARD_VISA_5812,14,4,47.04
CARD_VISA_8981,27,4,47.03999999999999
CARD_VISA_0710,71,4,47.03
CARD_AMEX_8013,39,2,47.03
CARD_VISA_7585,49,2,47.019999999999996
CARD_VISA_1631,103,4,47.0
CARD_VISA_8781,17,2,47.0
CARD_VISA_1881,34,4,46.99
CARD_VISA_4314,6,2,46.980000000000004
CARD_MASTERCARD_6123,92,6,46.95
CARD_VISA_7681,36,4,46.94
CARD_VISA_8510,80,3,46.93
CARD_MASTERCARD_5193,55,1,46.91
GUID_bf519ba7-297e-4100-89a0-39a71217740d,35,1,46.89
CARD_MASTERCARD_4045,82,4,46.87
CARD_MASTERCARD_2947,105,1,46.86
CARD_AMEX_5712,111,2,46.84
CARD_VISA_0224,12,3,46.81
CARD_VISA_8399,8,2,46.790000000000006
CARD_VISA_3042,48,3,46.78
CARD_VISA_4130,94,1,46.77
CARD_AMEX_3102,5,3,46.76
CARD_MASTERCARD_8758,93,3,46.75
CARD_VISA_6516,20,3,46.75
CARD_VISA_4345,7,6,46.74
CARD_VISA_4884,21,3,46.72
CARD_VISA_0267,70,1,46.72
GUEST_ORDER_87e997e1-82c6-4c70-833f-89cf159d34de,28,1,46.72
CARD_VISA_2077,6,2,46.71
CARD_AMEX_4147,31,4,46.69
LOYALTY_235412be-4daa-43d9-9dca-c204e68fcec5,7,3,46.67
CARD_VISA_7064,54,1,46.66
CARD_VISA_8562,84,3,46.58
CARD_AMEX_6942,77,5,46.57
CARD_MASTERCARD_7191,36,4,46.57
CARD_VISA_3821,54,2,46.56
CARD_VISA_4382,29,2,46.56
CARD_MASTERCARD_5648,46,1,46.55
LOYALTY_2de581bf-f48d-4a99-b9b8-c5372777404b,78,3,46.54
LOYALTY_aa543dd9-92e3-433c-b6e1-ff66019d2123,57,1,46.52
LOYALTY_e65b1001-7490-4478-969a-367b39c64d02,48,4,46.5
CARD_AMEX_9911,72,2,46.5
CARD_VISA_3738,19,1,46.49
GUID_3045cf7f-7d07-4c52-a843-fdaa515d78ed,32,1,46.49
CARD_VISA_1951,33,4,46.480000000000004
CARD_VISA_7605,33,6,46.44
CARD_VISA_4370,23,5,46.44
CARD_VISA_7297,2,4,46.44
CARD_VISA_0904,67,1,46.4
CARD_MASTERCARD_7283,54,2,46.34
CARD_VISA_7776,76,1,46.33
CARD_VISA_1159,1,3,46.32
CARD_VISA_5593,9,2,46.32
GUID_ec2a5acd-7f29-4e57-9498-50b71ed12a50,28,1,46.32
CARD_MASTERCARD_3994,55,4,46.3
LOYALTY_f744a2f7-952a-42d8-a3b2-bd345a6a873b,32,3,46.3
CARD_VISA_9686,60,2,46.28
CARD_VISA_0555,11,5,46.27
CARD_VISA_9354,19,3,46.230000000000004
CARD_VISA_7405,12,2,46.23
CARD_VISA_6236,2,3,46.22
CARD_MASTERCARD_3207,35,3,46.21
CARD_AMEX_5738,79,6,46.15
CARD_VISA_3593,32,3,46.12
CARD_MASTERCARD_1349,61,1,46.12
CARD_VISA_0540,6,5,46.1
CARD_AMEX_2286,1,4,46.08
CARD_VISA_7474,76,2,46.08
CARD_VISA_3741,16,5,46.07
CARD_VISA_0953,8,5,46.06
CARD_VISA_7514,67,3,46.06
LOYALTY_6a628d00-484c-46ac-8fad-8ab9da9c32af,57,1,46.04
CARD_DISCOVER_1736,73,4,46.03
CARD_VISA_1407,83,2,46.02
CARD_VISA_5090,24,1,46.01
CARD_VISA_3503,90,4,46.0
CARD_VISA_3688,5,5,45.97
CARD_AMEX_6975,4,5,45.95
CARD_DISCOVER_7272,71,4,45.95
CARD_VISA_6671,7,4,45.95
CARD_AMEX_5976,45,3,45.95
CARD_VISA_5791,4,4,45.94
CARD_VISA_3316,32,3,45.85
CARD_MASTERCARD_9817,9,3,45.839999999999996
CARD_VISA_0392,22,4,45.83
CARD_DISCOVER_2006,49,3,45.83
CARD_VISA_6583,98,1,45.83
LOYALTY_dfeb25a4-ee33-446d-9f8e-287819544fb3,5,1,45.82
CARD_AMEX_6593,1,2,45.81
CARD_VISA_4845,28,2,45.81
CARD_MASTERCARD_1531,25,5,45.8
CARD_VISA_5981,21,4,45.79
CARD_MASTERCARD_8495,58,5,45.77
LOYALTY_57b26feb-df45-4c01-b7cc-c9df0e2af60a,58,1,45.77
CARD_VISA_7046,29,4,45.75
CARD_VISA_6472,56,3,45.75
CARD_AMEX_9001,8,1,45.75
CARD_AMEX_1545,74,7,45.73
CARD_MASTERCARD_6345,69,1,45.69
CARD_AMEX_4436,112,1,45.63
CARD_VISA_8822,51,3,45.6
CARD_VISA_7375,13,4,45.59
CARD_VISA_2749,44,2,45.59
CARD_MASTERCARD_9302,48,4,45.580000000000005
LOYALTY_74bed677-bf42-4ec2-a1f5-95d3f2da62cd,105,1,45.58
CARD_MASTERCARD_0559,7,4,45.57
CARD_VISA_8365,4,3,45.57
CARD_VISA_4386,14,7,45.56
CARD_VISA_0581,12,2,45.559999999999995
CARD_MASTERCARD_4911,22,3,45.55
CARD_VISA_2541,2,5,45.54
CARD_VISA_8729,79,3,45.54
CARD_VISA_7964,16,2,45.52
LOYALTY_578a8d53-58eb-45b1-9b35-b04b1af1375e,91,4,45.519999999999996
CARD_MASTERCARD_2682,25,4,45.480000000000004
CARD_MASTERCARD_6764,13,1,45.46
CARD_VISA_9402,29,1,45.46
CARD_VISA_4201,75,5,45.44
CARD_VISA_2737,53,2,45.43000000000001
CARD_MASTERCARD_9537,77,3,45.4
CARD_VISA_6500,22,2,45.39
CARD_AMEX_3029,55,2,45.35
CARD_VISA_0622,64,1,45.35
LOYALTY_4e32475e-124b-4e50-8c01-2877fc2f3cb1,85,1,45.35
CARD_MASTERCARD_9980,40,6,45.33
CARD_VISA_7785,39,3,45.33
CARD_VISA_2469,28,2,45.31
CARD_VISA_9024,13,2,45.31
GUID_14592aa0-c8be-44ce-b89e-3244c9279aa7,49,1,45.31
LOYALTY_c148fa20-f0f5-4a9b-8b52-be1b60b0fecb,67,1,45.29
CARD_VISA_5152,105,3,45.28
CARD_VISA_4285,55,3,45.260000000000005
CARD_VISA_5101,76,4,45.24
CARD_VISA_2519,39,3,45.24
CARD_VISA_6693,56,2,45.24
CARD_VISA_6962,22,3,45.230000000000004
LOYALTY_c25fc61f-c92e-4c8b-b146-46d566adb362,89,2,45.209999999999994
CARD_VISA_0375,3,3,45.19
LOYALTY_f8e445c3-e532-42f6-9411-353f88c32a12,18,5,45.18
CARD_VISA_1722,50,3,45.18
CARD_VISA_8154,21,1,45.18
CARD_VISA_8979,21,3,45.17
CARD_VISA_6309,11,4,45.160000000000004
CARD_VISA_5204,29,2,45.150000000000006
CARD_MASTERCARD_8070,47,1,45.13
GUID_f5cbb0b6-d2f6-4c9d-8c6e-edc9b490643b,36,1,45.13
CARD_VISA_1853,77,3,45.1
CARD_MASTERCARD_8655,49,1,45.1
CARD_MASTERCARD_8193,50,3,45.08
LOYALTY_780d6100-fbc6-436a-ad91-15ff6db8c57a,4,3,45.07
CARD_VISA_1321,16,3,45.06
CARD_VISA_1945,33,1,45.06
CARD_VISA_2907,4,4,45.04
CARD_MASTERCARD_9808,5,5,45.03
LOYALTY_7cefceb9-3d0c-4ee4-bdd8-45a56532818e,50,4,45.03
CARD_MASTERCARD_0894,49,3,45.03
CARD_VISA_5870,8,2,45.03
CARD_VISA_1996,19,2,45.0
CARD_AMEX_7650,9,4,44.99
CARD_VISA_1920,78,4,44.99
CARD_MASTERCARD_2180,90,2,44.99
CARD_MASTERCARD_3642,49,1,44.99
CARD_VISA_7526,18,5,44.97
CARD_AMEX_3330,5,4,44.95
CARD_MASTERCARD_2315,56,2,44.95
CARD_VISA_8366,6,1,44.95
CARD_MASTERCARD_9195,75,3,44.93000000000001
CARD_VISA_3396,70,2,44.92
GUEST_ORDER_5fb680bd-821f-4d44-82db-888f33065d5c,1,1,44.92
CARD_DISCOVER_9889,41,4,44.89
CARD_VISA_8373,19,4,44.89
LOYALTY_c94776e8-42c5-4711-aeea-38e8bd20e9f9,83,2,44.879999999999995
CARD_MASTERCARD_1721,43,2,44.87
CARD_VISA_2668,31,4,44.85
CARD_VISA_1585,27,3,44.82
CARD_VISA_7340,14,4,44.81
CARD_VISA_2524,63,3,44.81
CARD_MASTERCARD_4869,1,2,44.81
LOYALTY_d82ef585-d6f3-4c95-89ac-55676e9ebc22,18,2,44.81
CARD_MASTERCARD_9731,81,2,44.79
CARD_VISA_3892,2,6,44.76
CARD_VISA_0986,12,4,44.76
CARD_MASTERCARD_9982,51,2,44.76
CARD_VISA_1646,37,4,44.739999999999995
CARD_VISA_6258,18,3,44.72
CARD_MASTERCARD_5286,1,2,44.71
LOYALTY_2fd24ff4-dd3f-475a-83cf-bb5ffddcf7f6,55,6,44.7
CARD_VISA_6934,105,3,44.7
CARD_VISA_0828,53,2,44.699999999999996
CARD_VISA_6704,22,2,44.68000000000001
GUEST_ORDER_3caca39d-8ee7-40cc-808d-1f1b7112a888,51,1,44.65
LOYALTY_914c129a-ee88-49a5-ae32-976a47d2d52d,14,3,44.64
CARD_VISA_4037,50,2,44.64
CARD_VISA_9452,12,5,44.61
CARD_VISA_3402,34,1,44.6
CARD_VISA_0273,39,3,44.59
CARD_VISA_2774,6,5,44.57
CARD_VISA_2086,11,6,44.56
CARD_VISA_8153,84,2,44.55
LOYALTY_bcdc0eb9-83e4-41dd-8e7c-f48df052311e,92,3,44.54
LOYALTY_13b6ece5-ae0c-4c91-9be6-5d414b17cb65,5,2,44.54
CARD_VISA_1316,2,4,44.52
CARD_VISA_2474,11,1,44.51
CARD_VISA_0019,53,4,44.49
CARD_AMEX_5168,1,3,44.49
CARD_VISA_0923,5,2,44.480000000000004
CARD_VISA_2273,48,1,44.46
CARD_VISA_3212,36,2,44.44
CARD_MASTERCARD_0480,14,3,44.410000000000004
CARD_VISA_9561,28,2,44.400000000000006
CARD_VISA_1262,36,2,44.39
CARD_VISA_7658,76,2,44.39
CARD_AMEX_0282,36,3,44.36
CARD_VISA_9541,35,6,44.35
CARD_VISA_5818,102,3,44.34
CARD_VISA_0081,5,2,44.33
CARD_AMEX_3134,49,4,44.32
CARD_VISA_8396,6,2,44.31999999999999
CARD_VISA_3633,7,5,44.31
CARD_MASTERCARD_8467,2,4,44.31
CARD_VISA_4091,20,2,44.290000000000006
CARD_VISA_3089,76,3,44.29
CARD_MASTERCARD_0015,13,1,44.29
CARD_VISA_8784,25,3,44.28
CARD_VISA_4399,96,3,44.27
CARD_MASTERCARD_4344,62,2,44.27
GUID_2463a85e-faeb-4604-8fae-8cd3e2888a7e,98,1,44.27
LOYALTY_9c6babc3-ed4e-4820-ad6e-ccdd8431c99c,30,7,44.230000000000004
CARD_VISA_3120,47,1,44.23
CARD_VISA_8330,53,4,44.22
CARD_VISA_8168,57,3,44.21
CARD_AMEX_0891,7,3,44.19
CARD_VISA_4229,8,5,44.17
CARD_MASTERCARD_0281,1,4,44.17
CARD_DISCOVER_5372,66,5,44.160000000000004
CARD_VISA_3552,8,6,44.16
CARD_AMEX_7495,12,3,44.16
CARD_VISA_5563,3,2,44.16
CARD_VISA_1237,48,3,44.15
CARD_VISA_3294,76,2,44.15
CARD_MASTERCARD_2251,18,4,44.14
CARD_MASTERCARD_9312,34,3,44.120000000000005
GUID_ce55c4ec-77bb-4165-9387-5a539cc89844,5,1,44.12
CARD_VISA_4615,38,6,44.11
LOYALTY_e9c8d439-53db-4b0a-a72f-f4ace604e668,17,4,44.11
LOYALTY_6d5719b3-f14a-40ad-a4f0-950f8b45287b,35,2,44.1
CARD_VISA_3128,44,2,44.09
LOYALTY_216eafda-86a9-452a-9dc5-f99948e1b6f6,36,4,44.06
CARD_VISA_4878,27,2,44.06
CARD_DISCOVER_1020,34,4,44.05
CARD_VISA_3700,71,1,44.05
CARD_VISA_8745,10,3,44.04
LOYALTY_b8ffb588-f005-4ca1-8d1c-dd6ca343d3b5,57,1,44.04
